book_id,user_id,rating
405,1,5
126,1,4
304,1,2
440,1,4
168,1,5
330,1,4
352,1,4
423,1,4
334,1,5
57,1,2
115,1,5
141,1,5
264,1,2
396,1,4
273,1,2
499,1,5
229,1,2
490,1,5
301,1,2
180,1,2
82,1,3
62,1,4
205,1,4
230,1,3
333,1,5
219,2,4
196,2,5
366,2,1
300,2,3
454,2,2
232,2,4
18,2,2
379,2,4
5,2,5
101,2,5
54,3,4
196,3,3
203,3,3
461,3,5
363,3,4
58,3,5
29,3,4
231,3,3
202,3,4
188,3,4
379,3,3
73,3,4
479,3,3
71,3,5
206,3,5
128,3,3
204,3,2
11,3,5
111,3,3
114,3,3
125,4,3
300,4,3
83,4,4
182,4,4
27,4,5
275,4,4
36,4,3
453,4,4
286,5,4
352,5,3
391,5,4
427,5,4
107,5,3
470,5,4
195,5,5
260,5,5
98,5,4
250,5,3
490,5,4
432,5,5
360,5,5
176,5,4
339,5,4
280,5,3
135,5,4
496,5,4
451,5,3
457,5,5
429,5,2
439,6,4
356,6,4
443,6,1
215,6,1
415,6,3
12,6,5
97,6,5
306,6,3
422,6,2
339,6,5
341,6,1
66,6,4
497,6,3
180,6,4
229,6,5
89,6,5
335,6,4
153,6,2
205,6,4
322,6,4
418,6,3
108,6,3
292,6,3
167,6,4
151,6,2
360,6,2
404,6,5
411,6,5
388,6,3
119,6,2
42,6,5
273,6,3
361,6,3
116,6,5
189,6,5
30,6,4
62,6,4
143,6,5
25,6,5
358,6,5
231,6,5
61,6,1
210,6,4
159,6,3
367,6,2
313,6,3
4,6,3
194,6,4
484,6,5
71,6,4
387,6,3
348,6,3
268,6,4
140,6,3
299,6,5
379,6,4
385,6,5
278,6,5
365,6,4
51,6,5
433,6,3
258,6,4
183,6,4
203,6,4
349,6,5
20,6,5
184,6,5
6,6,4
324,6,5
150,6,4
453,7,4
500,7,4
31,7,5
472,7,5
318,7,3
140,7,5
118,7,1
109,7,3
416,8,3
17,8,5
220,8,5
229,8,5
306,8,5
304,8,2
121,8,5
400,8,4
98,8,2
175,8,4
300,8,5
334,8,4
353,8,3
214,8,5
433,8,4
96,8,2
122,9,4
266,9,2
61,9,4
482,9,5
425,9,4
75,9,3
408,10,2
79,11,5
341,11,1
456,11,5
156,11,4
327,11,5
163,11,2
291,11,4
183,11,5
81,11,3
498,11,5
138,11,4
257,11,5
312,11,2
129,11,4
300,11,4
1,11,5
58,11,4
39,11,4
170,11,5
26,11,5
154,11,4
43,11,5
383,11,1
245,12,5
423,12,4
463,12,4
249,12,4
220,12,3
429,12,4
137,12,5
212,12,5
204,12,5
90,12,5
244,12,4
285,12,5
321,12,3
61,12,4
207,12,3
349,12,4
381,12,2
426,12,5
25,12,5
465,13,4
381,13,5
225,13,4
1,13,2
77,13,3
8,13,5
121,13,4
115,13,3
490,13,4
120,13,3
156,13,2
12,13,5
279,13,5
108,13,2
253,13,4
418,14,4
178,14,5
225,14,5
207,14,3
135,14,4
5,14,1
210,14,3
444,14,3
118,14,1
10,14,4
295,14,4
383,14,5
231,14,5
196,14,3
