book_id,user_id,rating,id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description,rank
429,1020,4,429,429,429,1,6338765025,9147237875960,"Michael Davis, Michelle Smith",1981.0,Moving Up On Manolos,Moving Up On Manolos,eng,2.32,258,258,25,77,64,51,38,28,https://example.com/bookcovers/429.jpg,https://example.com/bookcovers/small/429.jpg,Biography,"This is a fictional description for the book 'Moving Up On Manolos' by Michael Davis, Michelle Smith.",0
460,809,2,460,460,460,1,4516668438,4016363131443,"John Taylor, Jennifer Johnson, Robert Brown",2019.0,The Holiday Trap,The Holiday Trap,eng,1.31,4172,4172,417,1251,1043,834,625,419,https://example.com/bookcovers/460.jpg,https://example.com/bookcovers/small/460.jpg,"Literary Fiction, Self-help, Science Fiction","This is a fictional description for the book 'The Holiday Trap' by John Taylor, Jennifer Johnson, Robert Brown.",1
409,1510,4,409,409,409,1,5866418661,2132165261224,Sarah Davis,1923.0,Ninna nanna,Ninna nanna,eng,3.04,2047,2047,204,204,307,818,511,207,https://example.com/bookcovers/409.jpg,https://example.com/bookcovers/small/409.jpg,"Self-help, Science Fiction, Romance",This is a fictional description for the book 'Ninna nanna' by Sarah Davis.,2
33,1436,2,33,33,33,1,9208031197,3917501694355,"Linda Wilson, John Taylor",1910.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,1.01,6857,6857,685,2057,1714,1371,1028,687,https://example.com/bookcovers/33.jpg,https://example.com/bookcovers/small/33.jpg,"Self-help, Young Adult","This is a fictional description for the book 'Las estrellas nos atacan' by Linda Wilson, John Taylor.",3
486,1036,4,486,486,486,1,9071934290,5096156320379,"Jennifer Taylor, Michael Wilson, John Wilson",2011.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,2.19,6638,6638,663,1991,1659,1327,995,666,https://example.com/bookcovers/486.jpg,https://example.com/bookcovers/small/486.jpg,"Biography, Thriller","This is a fictional description for the book 'India and Israel against Islamic terror' by Jennifer Taylor, Michael Wilson, John Wilson.",4
264,81,4,264,264,264,1,1398198072,688682543364,"James Davis, John Brown, Michelle Taylor",1948.0,Deadly Force,Deadly Force,eng,1.99,405,405,40,121,101,81,60,42,https://example.com/bookcovers/264.jpg,https://example.com/bookcovers/small/264.jpg,"Thriller, Romance","This is a fictional description for the book 'Deadly Force' by James Davis, John Brown, Michelle Taylor.",5
87,716,4,87,87,87,1,103734891,9769113684303,"Michael Anderson, James Moore, John Taylor",2019.0,Walking and climbing,Walking and climbing,eng,4.99,7828,7828,782,78,313,782,1957,4698,https://example.com/bookcovers/87.jpg,https://example.com/bookcovers/small/87.jpg,"Historical Fiction, Fantasy, Young Adult","This is a fictional description for the book 'Walking and climbing' by Michael Anderson, James Moore, John Taylor.",6
380,508,1,380,380,380,1,1205914453,2280805618756,David Davis,1936.0,The British Constitution,The British Constitution,eng,4.9,4473,4473,447,44,178,447,1118,2686,https://example.com/bookcovers/380.jpg,https://example.com/bookcovers/small/380.jpg,Self-help,This is a fictional description for the book 'The British Constitution' by David Davis.,7
36,1306,2,36,36,36,1,8399373592,8952407307585,"David Brown, David Brown",1967.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,1.08,7002,7002,700,2100,1750,1400,1050,702,https://example.com/bookcovers/36.jpg,https://example.com/bookcovers/small/36.jpg,"Horror, Mystery","This is a fictional description for the book 'India and Israel against Islamic terror' by David Brown, David Brown.",8
80,786,5,80,80,80,1,4762558380,738124011578,"Robert Thomas, Emily Davis",1927.0,The British Constitution,The British Constitution,eng,4.01,7098,7098,709,141,567,1064,2484,2842,https://example.com/bookcovers/80.jpg,https://example.com/bookcovers/small/80.jpg,"Non-fiction, Horror","This is a fictional description for the book 'The British Constitution' by Robert Thomas, Emily Davis.",9
253,1796,3,253,253,253,1,35082644,7680086679704,John Miller,1999.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,3.47,6060,6060,606,606,909,2424,1515,606,https://example.com/bookcovers/253.jpg,https://example.com/bookcovers/small/253.jpg,"Thriller, Fantasy",This is a fictional description for the book 'Die Prüfungen der Engel' by John Miller.,10
225,1117,2,225,225,225,1,6052046724,8339675246066,Robert Smith,2011.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,1.75,3098,3098,309,929,774,619,464,312,https://example.com/bookcovers/225.jpg,https://example.com/bookcovers/small/225.jpg,"Historical Fiction, Non-fiction, Science Fiction",This is a fictional description for the book 'Girls out late (Girls #3)' by Robert Smith.,11
498,1032,4,498,498,498,1,8038725954,3956353622166,Michael Thomas,1996.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,4.6,3836,3836,383,38,153,383,959,2303,https://example.com/bookcovers/498.jpg,https://example.com/bookcovers/small/498.jpg,Science Fiction,"This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Michael Thomas.",12
100,751,5,100,100,100,1,6907473514,1847561647301,David Brown,1962.0,The Height of the Scream,The Height of the Scream,eng,1.98,8536,8536,853,2560,2134,1707,1280,855,https://example.com/bookcovers/100.jpg,https://example.com/bookcovers/small/100.jpg,"Literary Fiction, Young Adult, Mystery",This is a fictional description for the book 'The Height of the Scream' by David Brown.,13
375,1419,4,375,375,375,1,1355001226,7014149746367,"Michelle Smith, Jennifer Miller, Michelle Smith",1989.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,1.58,6509,6509,650,1952,1627,1301,976,653,https://example.com/bookcovers/375.jpg,https://example.com/bookcovers/small/375.jpg,"Mystery, Horror","This is a fictional description for the book 'Girls out late (Girls #3)' by Michelle Smith, Jennifer Miller, Michelle Smith.",14
15,1956,5,15,15,15,1,2604151022,6113209225569,"Michael Moore, James Anderson, Jennifer Taylor",2005.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,3.2,4517,4517,451,451,677,1806,1129,454,https://example.com/bookcovers/15.jpg,https://example.com/bookcovers/small/15.jpg,Biography,"This is a fictional description for the book 'Bitter Sweet Distraction' by Michael Moore, James Anderson, Jennifer Taylor.",15
10,453,5,10,10,10,1,8368055308,8663552375276,"James Thomas, David Miller",1937.0,The Holiday Trap,The Holiday Trap,eng,4.06,1054,1054,105,21,84,158,368,423,https://example.com/bookcovers/10.jpg,https://example.com/bookcovers/small/10.jpg,Fantasy,"This is a fictional description for the book 'The Holiday Trap' by James Thomas, David Miller.",16
34,235,2,34,34,34,1,4146819860,5548174739324,"Linda Miller, Sarah Moore",1936.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,3.65,8489,8489,848,424,848,2122,3395,1700,https://example.com/bookcovers/34.jpg,https://example.com/bookcovers/small/34.jpg,"Historical Fiction, Romance","This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by Linda Miller, Sarah Moore.",17
453,1860,3,453,453,453,1,7458082551,5701233688075,"Robert Miller, Linda Taylor",1973.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,1.54,4760,4760,476,1428,1190,952,714,476,https://example.com/bookcovers/453.jpg,https://example.com/bookcovers/small/453.jpg,Fantasy,"This is a fictional description for the book 'Die Prüfungen der Engel' by Robert Miller, Linda Taylor.",18
44,798,3,44,44,44,1,2549809877,6134123272892,Michelle Anderson,2007.0,MacLaurin's Lady,MacLaurin's Lady,eng,4.32,2868,2868,286,57,229,430,1003,1149,https://example.com/bookcovers/44.jpg,https://example.com/bookcovers/small/44.jpg,"Fantasy, Historical Fiction, Horror",This is a fictional description for the book 'MacLaurin's Lady' by Michelle Anderson.,19
