book_id,user_id,rating,id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description,rank
306,997,3,306,306,306,1,5920170796,8070960357786,"Sarah Thomas, John Taylor, Robert Taylor",2008.0,The Gumma wars,The Gumma wars,eng,2.61,7061,7061,706,2118,1765,1412,1059,707,https://example.com/bookcovers/306.jpg,https://example.com/bookcovers/small/306.jpg,Mystery,"This is a fictional description for the book 'The Gumma wars' by Sarah Thomas, John Taylor, Robert Taylor.",0
121,554,4,121,121,121,1,9859951922,6299042522148,"James Taylor, Robert Wilson",1983.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,2.96,3943,3943,394,1182,985,788,591,397,https://example.com/bookcovers/121.jpg,https://example.com/bookcovers/small/121.jpg,"Thriller, Historical Fiction","This is a fictional description for the book 'Great sects and schisms in Judaism' by James Taylor, Robert Wilson.",1
207,412,5,207,207,207,1,5815235735,3578948768906,"Emily Johnson, Linda Davis",1937.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,2.15,8598,8598,859,2579,2149,1719,1289,862,https://example.com/bookcovers/207.jpg,https://example.com/bookcovers/small/207.jpg,"Thriller, Historical Fiction, Fantasy","This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by Emily Johnson, Linda Davis.",2
240,1453,4,240,240,240,1,9841907751,1284015446580,"Michelle Davis, Sarah Wilson, Emily Moore",1978.0,Snap,Snap,eng,3.28,4576,4576,457,457,686,1830,1144,459,https://example.com/bookcovers/240.jpg,https://example.com/bookcovers/small/240.jpg,"Thriller, Non-fiction, Literary Fiction","This is a fictional description for the book 'Snap' by Michelle Davis, Sarah Wilson, Emily Moore.",3
73,761,4,73,73,73,1,3210877670,6656371707683,Sarah Brown,1992.0,The lady of secrets,The lady of secrets,eng,3.33,6750,6750,675,675,1012,2700,1687,676,https://example.com/bookcovers/73.jpg,https://example.com/bookcovers/small/73.jpg,Young Adult,This is a fictional description for the book 'The lady of secrets' by Sarah Brown.,4
206,846,4,206,206,206,1,5151975133,6210321343392,James Wilson,1924.0,The Gumma wars,The Gumma wars,eng,1.04,7042,7042,704,2112,1760,1408,1056,706,https://example.com/bookcovers/206.jpg,https://example.com/bookcovers/small/206.jpg,Biography,This is a fictional description for the book 'The Gumma wars' by James Wilson.,5
225,829,4,225,225,225,1,8768481948,8772616545402,"Sarah Davis, Robert Davis, Linda Davis",1943.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,1.68,622,622,62,186,155,124,93,64,https://example.com/bookcovers/225.jpg,https://example.com/bookcovers/small/225.jpg,Non-fiction,"This is a fictional description for the book 'Girls out late (Girls #3)' by Sarah Davis, Robert Davis, Linda Davis.",6
72,159,1,72,72,72,1,5486707784,3317493910566,"Jennifer Miller, Michael Thomas, Emily Brown",1932.0,When the Night Falls,When the Night Falls,eng,4.63,9245,9245,924,92,369,924,2311,5549,https://example.com/bookcovers/72.jpg,https://example.com/bookcovers/small/72.jpg,Self-help,"This is a fictional description for the book 'When the Night Falls' by Jennifer Miller, Michael Thomas, Emily Brown.",7
118,346,4,118,118,118,1,7818500317,9028782191792,"John Thomas, Michael Johnson",1962.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,4.39,4724,4724,472,94,377,708,1653,1892,https://example.com/bookcovers/118.jpg,https://example.com/bookcovers/small/118.jpg,Literary Fiction,"This is a fictional description for the book 'A Colorado Match                            Love Inspired' by John Thomas, Michael Johnson.",8
444,588,5,444,444,444,1,5910339095,5069399491057,"Robert Moore, Michelle Anderson",1980.0,MacLaurin's Lady,MacLaurin's Lady,eng,3.5,5320,5320,532,266,532,1330,2128,1064,https://example.com/bookcovers/444.jpg,https://example.com/bookcovers/small/444.jpg,Biography,"This is a fictional description for the book 'MacLaurin's Lady' by Robert Moore, Michelle Anderson.",9
354,1894,2,354,354,354,1,1498040936,2555341200861,"Sarah Taylor, Michael Wilson, Emily Anderson",1999.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,3.9,727,727,72,36,72,181,290,148,https://example.com/bookcovers/354.jpg,https://example.com/bookcovers/small/354.jpg,"Thriller, Mystery","This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by Sarah Taylor, Michael Wilson, Emily Anderson.",10
43,772,5,43,43,43,1,4174090327,7321826415254,"David Anderson, Linda Wilson",1914.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,4.67,8904,8904,890,89,356,890,2226,5343,https://example.com/bookcovers/43.jpg,https://example.com/bookcovers/small/43.jpg,Historical Fiction,"This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by David Anderson, Linda Wilson.",11
264,431,2,264,264,264,1,1221247192,9169615209908,Emily Davis,1922.0,Deadly Force,Deadly Force,eng,3.81,9654,9654,965,482,965,2413,3861,1933,https://example.com/bookcovers/264.jpg,https://example.com/bookcovers/small/264.jpg,"Science Fiction, Non-fiction, Biography",This is a fictional description for the book 'Deadly Force' by Emily Davis.,12
499,1593,5,499,499,499,1,4791443574,4774987660606,"Jennifer Brown, David Thomas",2019.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,2.28,4638,4638,463,1391,1159,927,695,466,https://example.com/bookcovers/499.jpg,https://example.com/bookcovers/small/499.jpg,"Biography, Thriller","This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by Jennifer Brown, David Thomas.",13
259,798,2,259,259,259,1,2832045063,8362037104310,"John Smith, Linda Miller, David Anderson",2014.0,Ninna nanna,Ninna nanna,eng,4.36,8905,8905,890,178,712,1335,3116,3564,https://example.com/bookcovers/259.jpg,https://example.com/bookcovers/small/259.jpg,"Literary Fiction, Biography","This is a fictional description for the book 'Ninna nanna' by John Smith, Linda Miller, David Anderson.",14
351,104,5,351,351,351,1,7201567843,5449760806063,"Michael Miller, Michael Moore",2011.0,Woodrow Wilson,Woodrow Wilson,eng,4.08,5942,5942,594,118,475,891,2079,2379,https://example.com/bookcovers/351.jpg,https://example.com/bookcovers/small/351.jpg,Horror,"This is a fictional description for the book 'Woodrow Wilson' by Michael Miller, Michael Moore.",15
